TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
AC 04,audio cassette,,MFILM V10001 REEL 1967 FRAME NA,1967,04,of,05,28642,1974,,audio,"audio tapes speeches, music, discussion at the last tt wide traditonal leaders's meeting in november 1974 in truk - micro. unity there.",,,"AUDIO TAPES SPEECHES, MUSIC, DISCUSSION AT THE LAST TT WIDE TRADITONAL LEADERS'S MEETING IN NOVEMBER 1974 IN TRUK - MICRO. UNITY THERE.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1967 FRAME NA,1967,05,of,05,28642,1974,,audio,"audio tapes speeches, music, discussion at the last tt wide traditonal leaders's meeting in november 1974 in truk - micro. unity there.",,,"AUDIO TAPES SPEECHES, MUSIC, DISCUSSION AT THE LAST TT WIDE TRADITONAL LEADERS'S MEETING IN NOVEMBER 1974 IN TRUK - MICRO. UNITY THERE.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1968 FRAME NA,1968,01,of,01,28643,1974,,audio,"""Building a micronesian nation."" ",,A review of Micronesia's history and political status. An ESG program concentrating on educating people on what a constitution is.,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION."" A REVIEW OF MICRONE- SIA'S HISTORY AND POLITICAL STATUS. A ESG PROGRAM CONCENTRATING ON EDUCATING PEOPLE ON WHAT A CONSTITUTION IS.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1969 FRAME NA,1969,01,of,01,28644,1976,,audio,"The micronesian position on the ""law of the sea."" ",,An ESG political education program.,"SOUND FILMSTRIP DISCUSSING THE MICRONESIAN POSITION ON THE ""LAW OF THE SEA."" AN ESG POLITICAL EDUCATION PROGRAM.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1970 FRAME NA,1970,01,of,03,28713,1975,,audio,Aspects of micronesia unity.,,An ESG political education program.,"SOUND FILMSTRIP PROGRAM DISCUSSING ASPECTS OF MICRONESIA UNITY, AN ESG POLITICAL EDUCATION PROGRAM.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1970 FRAME NA,1970,02,of,03,28713,1975,,audio,Aspects of micronesia unity.,,An ESG political education program.,"SOUND FILMSTRIP PROGRAM DISCUSSING ASPECTS OF MICRONESIA UNITY, AN ESG POLITICAL EDUCATION PROGRAM.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1970 FRAME NA,1970,03,of,03,28713,1975,,audio,Aspects of micronesia unity.,,An ESG political education program.,"SOUND FILMSTRIP PROGRAM DISCUSSING ASPECTS OF MICRONESIA UNITY, AN ESG POLITICAL EDUCATION PROGRAM.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1971 FRAME NA,1971,01,of,01,28714,1977,,audio,"press interview with ambassador peter r. rosenblatt, dec. 2, 1977 at the saipan continental hotel.",,,"PRESS INTERVIEW WITH AMBASSADOR PETER R. ROSENBLATT, DEC. 2, 1977 AT THE SAIPAN CONTINENTAL HOTEL.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1972 FRAME NA,1972,01,of,01,28715,1983,,audio?,"speech by ambassador fred m. zeder to palauan voters during february 2, 1983 compact plebiscite.",,,"SPEECH BY AMBASSADOR FRED M. ZEDER TO PALAUAN VOTERS DURING FEBRUARY 2, 1983 COMPACT PLEBISCITE.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1973 FRAME NA,1973,01,of,01,28716,1975,,audio,"opening statements at the micronesian constitutional convention, july 12, 1975. includes fr. cantero s. j., senator nakayama, hicom johnston and rev. quarte.",,,"OPENING STATEMENTS AT THE MICRONESIAN CONSTITUTIONAL CONVENTION, JULY 12, 1975. INCLUDES FR. CANTERO S. J., SENATOR NAKAYAMA, HICOM JOHNSTON AND REV. QUARTE.",,.,,,,,,
AC 04,audio cassette,,MFILM V10001 REEL 1974 FRAME NA,1974,01,of,02,28717,1974,,video,The democratic process in Micronesia prepared by the esg program.,,,SOUND FILMSTRIP PROGRAM ON THE DEMOCRATIC PROCESS IN MICRONESIA PREPARED BY THE ESG PROGRAM.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1974 FRAME NA,1974,02,of,02,28717,1974,,video,The democratic process in Micronesia prepared by the esg program.,,,SOUND FILMSTRIP PROGRAM ON THE DEMOCRATIC PROCESS IN MICRONESIA PREPARED BY THE ESG PROGRAM.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1975 FRAME NA,1975,01,of,02,28718,1973 - 1978,,video,"""The marianas experience."" ",,The events leading up to the 1978 installation of the commonwealth government in the CNMI.,"SOUND FILMSTRIP ""THE MARIANAS EXPERIENCE"" DESCIBING THE EVENTS LEADING UP TO THE 1978 INSTALLATION OF THE COMMONWEALTH GOVERNMENT IN THE CNMI.",,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1975 FRAME NA,1975,02,of,02,28718,1973 - 1978,,video,"""The marianas experience."" ",,The events leading up to the 1978 installation of the commonwealth government in the CNMI.,"SOUND FILMSTRIP ""THE MARIANAS EXPERIENCE"" DESCIBING THE EVENTS LEADING UP TO THE 1978 INSTALLATION OF THE COMMONWEALTH GOVERNMENT IN THE CNMI.",,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,01,of,27,28720,1975,,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 14 January 1975.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,04,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 16 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,05,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 16 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,06,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 16 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,07,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 24 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,08,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 24 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,09,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 30 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,10,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 30 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,11,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 7 May 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,02,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 8 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 05,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,03,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 8 April 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,15,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 11 June 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,19,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 13 July 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,13,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 14 May 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,24,of,27,28720,1976,,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 15 September 1976.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,20,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 16 July 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,16,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 18 June 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,22,of,27,28720,1975,,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 19 August 1975.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,21,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 21 July 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,17,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 25 June 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,18,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 28 June 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,23,of,27,28720,1976,,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 7 January 1976.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,12,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 7 May 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1976 FRAME NA,1976,14,of,27,28719,1975,10 minutes,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. 8 June 1975.,,,TAPES OF WEEKLY (10 MIN.) NEWS SUMMARY RADIO PROGRAM ESG REPOT TO THE PEOPLE COVERING CURRENT POLITICAL EVENTS AFFECTING THE STATUS OF THE TTPI.,,.,,,,,,
AC 06,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,25,of,27,28720,1977,sound filmstrip ,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. December 1977.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,26,of,27,28720,1977,sound filmstrip ,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. December 1977.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1976,27,of,27,28720,1977,sound filmstrip ,audio,Weekly news summary radio program ESG repot to the people covering current political events affecting the status of the TTPI. December 1977.,,,"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1977,01,of,04,28720,1974,,audio,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1977,02,of,04,28720,1974,,audio,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1977,03,of,04,28720,1974,,audio,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1977 FRAME NA,1977,04,of,04,28720,1974,,audio,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1979 FRAME NA,1979,01,of,01,28786,1973,"(1 CASSETTE, 1 REEL)",cassette + reel,taped narration of filmstrip on ponape islands. filmstrip not avaible. narrated by george callison. undated/early 70's.,,,TAPED NARRATION OF FILMSTRIP ON PONAPE ISLANDS. FILMSTRIP NOT AVAIBLE. NARRATED BY GEORGE CALLISON. UNDATED/EARLY 70'S.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1980 FRAME NA,1980,01,of,02,28787,1975,,audio?,"debate among xavier h. s. students on independence, april 27, 1975. taped for political education (usg) use.",,,"DEBATE AMONG XAVIER H. S. STUDENTS ON INDEPENDENCE, APRIL 27, 1975. TAPED FOR POLITICAL EDUCATION (USG) USE.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1980 FRAME NA,1980,02,of,02,28787,1975,,audio?,"debate among xavier h. s. students on independence, april 27, 1975. taped for political education (usg) use.",,,"DEBATE AMONG XAVIER H. S. STUDENTS ON INDEPENDENCE, APRIL 27, 1975. TAPED FOR POLITICAL EDUCATION (USG) USE.",,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1989 FRAME NA,1989,01,of,05,31553,1984,,audio,u. s. congressional hearings on national security implication of compact of free association. chaired by congressman seiberling. 26 July 1984.,,,U. S. CONGRESSIONAL HEARINGS ON NATIONAL SECURITY IMPLICATION OF COMPACT OF FREE ASSOCIATION. CHAIRED BY CONGRESSMAN SEIBERLING.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1989 FRAME NA,1989,02,of,05,31553,1984,,audio,u. s. congressional hearings on national security implication of compact of free association. chaired by congressman seiberling. 26 July 1984.,,,U. S. CONGRESSIONAL HEARINGS ON NATIONAL SECURITY IMPLICATION OF COMPACT OF FREE ASSOCIATION. CHAIRED BY CONGRESSMAN SEIBERLING.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1989 FRAME NA,1989,03,of,05,31553,1984,,audio,u. s. congressional hearings on national security implication of compact of free association. chaired by congressman seiberling. 7 August 1984,,,U. S. CONGRESSIONAL HEARINGS ON NATIONAL SECURITY IMPLICATION OF COMPACT OF FREE ASSOCIATION. CHAIRED BY CONGRESSMAN SEIBERLING.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1989 FRAME NA,1989,04,of,05,31553,1984,,audio,u. s. congressional hearings on national security implication of compact of free association. chaired by congressman seiberling. 9 August 1984.,,,U. S. CONGRESSIONAL HEARINGS ON NATIONAL SECURITY IMPLICATION OF COMPACT OF FREE ASSOCIATION. CHAIRED BY CONGRESSMAN SEIBERLING.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 1989 FRAME NA,1989,05,of,05,31553,1984,,audio,u. s. congressional hearings on national security implication of compact of free association. chaired by congressman seiberling. 9 August 1984.,,,U. S. CONGRESSIONAL HEARINGS ON NATIONAL SECURITY IMPLICATION OF COMPACT OF FREE ASSOCIATION. CHAIRED BY CONGRESSMAN SEIBERLING.,,.,,,,,,
AC 07,audio cassette,,MFILM V10001 REEL 4098 FRAME NA,4098,01,of,01,38313,1982,,audio,National Public Radio program - Discussions of 8/10/82. Ataji Balos of the Marshall Islands is featured. ,,,CASSETTE TAPE OF NATIONAL PUBLIC RADIO PROGRAM - DISCUSSIONS OF 8/10/82. ATOJI BALOS OF THE MARSHALLS IS FEATURE. 1982,,.,,,,,,
